,Postcode,Population,Households
1640035,NR13 5DH,22.0,7.0
1640036,NR13 5DJ,12.0,4.0
1640037,NR13 5DL,27.0,10.0
1640038,NR13 5DN,4.0,1.0
1640039,NR13 5DP,12.0,6.0
1640040,NR13 5DQ,38.0,12.0
1640041,NR13 5DR,12.0,5.0
1640042,NR13 5DS,52.0,14.0
1640043,NR13 5DT,4.0,1.0
1640044,NR13 5DU,2.0,1.0
1640045,NR13 5DW,3.0,2.0
1640047,NR13 5DY,21.0,6.0
1640048,NR13 5DZ,56.0,20.0
1640049,NR13 5EA,93.0,37.0
1640050,NR13 5EB,23.0,12.0
1640051,NR13 5ED,19.0,9.0
1640052,NR13 5EE,50.0,20.0
1640053,NR13 5EF,2.0,1.0
1640054,NR13 5EG,20.0,11.0
1640055,NR13 5EH,3.0,2.0
1640056,NR13 5EJ,11.0,6.0
1640057,NR13 5EL,21.0,8.0
1640059,NR13 5EP,12.0,5.0
1640060,NR13 5EQ,9.0,3.0
1640061,NR13 5ER,7.0,4.0
1640062,NR13 5ES,5.0,3.0
1640063,NR13 5ET,62.0,25.0
1640064,NR13 5EU,7.0,2.0
1640065,NR13 5EW,24.0,0.0
1640066,NR13 5EX,35.0,11.0
1640067,NR13 5EY,27.0,13.0
1640068,NR13 5EZ,84.0,28.0
1640070,NR13 5FB,105.0,41.0
1640071,NR13 5FD,37.0,14.0
1640072,NR13 5FE,117.0,44.0
1640073,NR13 5FF,96.0,30.0
1640074,NR13 5FG,48.0,22.0
1640076,NR13 5FJ,25.0,13.0
1640077,NR13 5FL,181.0,60.0
1640078,NR13 5FN,11.0,4.0
1640091,NR13 5GD,13.0,5.0
1640098,NR13 5HA,5.0,2.0
1640099,NR13 5HB,16.0,6.0
1640100,NR13 5HD,73.0,29.0
1640101,NR13 5HE,22.0,9.0
1640102,NR13 5HF,2.0,1.0
1640104,NR13 5HH,1.0,1.0
1640105,NR13 5HJ,8.0,3.0
1640106,NR13 5HL,44.0,16.0
1640107,NR13 5HN,48.0,23.0
1640108,NR13 5HP,67.0,33.0
1640109,NR13 5HQ,6.0,4.0
1640110,NR13 5HR,50.0,26.0
1640111,NR13 5HS,7.0,3.0
1640112,NR13 5HT,8.0,4.0
1640113,NR13 5HU,15.0,6.0
1640115,NR13 5HX,29.0,12.0
1640116,NR13 5HY,5.0,2.0
1640117,NR13 5HZ,98.0,43.0
1640118,NR13 5JA,32.0,17.0
1640119,NR13 5JB,87.0,31.0
1640120,NR13 5JD,43.0,20.0
1640121,NR13 5JE,20.0,10.0
1640122,NR13 5JF,17.0,8.0
1640123,NR13 5JG,11.0,0.0
1640125,NR13 5JJ,75.0,33.0
1640126,NR13 5JL,28.0,14.0
1640127,NR13 5JN,6.0,3.0
1640129,NR13 5JQ,36.0,15.0
1640130,NR13 5JR,27.0,11.0
1640132,NR13 5JT,1.0,1.0
1640133,NR13 5JU,3.0,2.0
1640134,NR13 5JW,40.0,13.0
1640135,NR13 5JX,51.0,8.0
1640136,NR13 5JY,28.0,17.0
1640137,NR13 5JZ,8.0,3.0
1640138,NR13 5LA,17.0,6.0
1640139,NR13 5LB,56.0,18.0
1640140,NR13 5LD,98.0,56.0
1640141,NR13 5LE,46.0,24.0
1640142,NR13 5LF,169.0,74.0
1640143,NR13 5LG,16.0,10.0
1640144,NR13 5LH,39.0,13.0
1640145,NR13 5LJ,37.0,17.0
1640146,NR13 5LL,43.0,19.0
1640147,NR13 5LN,12.0,8.0
1640148,NR13 5LP,31.0,17.0
1640149,NR13 5LQ,17.0,8.0
1640150,NR13 5LR,52.0,22.0
1640151,NR13 5LS,20.0,11.0
1640152,NR13 5LT,20.0,5.0
1640153,NR13 5LU,9.0,3.0
1640154,NR13 5LW,19.0,7.0
1640155,NR13 5LX,117.0,53.0
1640156,NR13 5LY,34.0,16.0
1640157,NR13 5LZ,29.0,13.0
1640158,NR13 5NA,46.0,20.0
1640159,NR13 5NB,108.0,41.0
1640160,NR13 5ND,43.0,12.0
1640161,NR13 5NE,35.0,14.0
1640162,NR13 5NF,30.0,14.0
1640163,NR13 5NG,129.0,51.0
1640165,NR13 5NJ,78.0,33.0
1640166,NR13 5NL,127.0,48.0
1640167,NR13 5NN,99.0,26.0
1640171,NR13 5NS,47.0,22.0
1640172,NR13 5NT,99.0,36.0
1640173,NR13 5NU,47.0,20.0
1640174,NR13 5NW,38.0,18.0
1640175,NR13 5NX,44.0,19.0
1640176,NR13 5NY,3.0,2.0
1640177,NR13 5NZ,5.0,3.0
1640178,NR13 5PA,103.0,41.0
1640179,NR13 5PB,58.0,27.0
1640180,NR13 5PD,9.0,4.0
1640181,NR13 5PE,57.0,32.0
1640182,NR13 5PF,78.0,38.0
1640183,NR13 5PG,32.0,12.0
1640184,NR13 5PH,4.0,3.0
1640185,NR13 5PJ,2.0,1.0
1640186,NR13 5PL,10.0,6.0
1640189,NR13 5PQ,41.0,19.0
1640190,NR13 5PR,49.0,16.0
1640191,NR13 5PS,3.0,2.0
1640193,NR13 5PU,22.0,12.0
1640199,NR13 5QB,4.0,1.0
1640200,NR13 5QD,5.0,3.0
1640201,NR13 5QE,68.0,26.0
1640202,NR13 5QF,112.0,45.0
1640203,NR13 5QG,138.0,60.0
1640204,NR13 5QH,87.0,42.0
1640205,NR13 5QJ,14.0,8.0
1640206,NR13 5QL,27.0,15.0
1640207,NR13 5QN,91.0,46.0
1640208,NR13 5QP,21.0,13.0
1640209,NR13 5QQ,63.0,24.0
1640210,NR13 5QR,61.0,25.0
1640211,NR13 5QS,71.0,38.0
1640212,NR13 5QT,18.0,8.0
1640213,NR13 5QU,15.0,10.0
1640214,NR13 5QW,59.0,34.0
1640215,NR13 5QX,3.0,1.0
1640216,NR13 5QY,75.0,23.0
1640217,NR13 5QZ,33.0,18.0
1640218,NR13 5RA,106.0,57.0
1640220,NR13 5RD,6.0,3.0
1640221,NR13 5RE,43.0,20.0
1640222,NR13 5RF,46.0,22.0
1640224,NR13 5RH,32.0,18.0
1640227,NR13 5RN,28.0,13.0
1640228,NR13 5RP,1.0,1.0
1640229,NR13 5RQ,19.0,9.0
1640230,NR13 5RR,34.0,14.0
1640282,NR13 6AA,61.0,24.0
1640283,NR13 6AB,33.0,13.0
1640284,NR13 6AD,79.0,28.0
1640285,NR13 6AE,8.0,4.0
1640286,NR13 6AF,11.0,4.0
1640287,NR13 6AG,5.0,3.0
1640288,NR13 6AH,42.0,17.0
1640289,NR13 6AJ,40.0,15.0
1640290,NR13 6AL,8.0,5.0
1640291,NR13 6AN,46.0,18.0
1640292,NR13 6AP,6.0,2.0
1640293,NR13 6AQ,5.0,1.0
1640294,NR13 6AR,6.0,2.0
1640295,NR13 6AS,8.0,3.0
1640296,NR13 6AT,8.0,3.0
1640297,NR13 6AU,45.0,24.0
1640298,NR13 6AW,5.0,2.0
1640299,NR13 6AX,41.0,16.0
1640300,NR13 6AY,38.0,16.0
1640301,NR13 6AZ,40.0,4.0
1640302,NR13 6BA,20.0,8.0
1640303,NR13 6BB,32.0,13.0
1640304,NR13 6BD,26.0,10.0
1640305,NR13 6BE,12.0,4.0
1640306,NR13 6BF,9.0,3.0
1640307,NR13 6BG,33.0,15.0
1640308,NR13 6BH,22.0,12.0
1640309,NR13 6BJ,4.0,2.0
1640310,NR13 6BL,23.0,10.0
1640311,NR13 6BN,13.0,6.0
1640312,NR13 6BP,22.0,10.0
1640313,NR13 6BQ,10.0,5.0
1640314,NR13 6BS,55.0,23.0
1640315,NR13 6BT,30.0,15.0
1640316,NR13 6BU,3.0,1.0
1640317,NR13 6BW,63.0,24.0
1640318,NR13 6BX,13.0,4.0
1640320,NR13 6BZ,3.0,2.0
1640321,NR13 6DA,6.0,1.0
1640322,NR13 6DB,14.0,3.0
1640323,NR13 6DD,7.0,3.0
1640324,NR13 6DE,2.0,1.0
1640325,NR13 6DF,16.0,6.0
1640326,NR13 6DG,6.0,3.0
1640327,NR13 6DH,6.0,3.0
1640328,NR13 6DJ,20.0,11.0
1640329,NR13 6DL,19.0,5.0
1640330,NR13 6DN,23.0,7.0
1640331,NR13 6DP,17.0,7.0
1640332,NR13 6DQ,37.0,14.0
1640333,NR13 6DR,45.0,26.0
1640334,NR13 6DS,26.0,9.0
1640335,NR13 6DT,10.0,5.0
1640336,NR13 6DU,27.0,7.0
1640337,NR13 6DW,64.0,22.0
1640338,NR13 6DX,21.0,8.0
1640339,NR13 6DY,67.0,30.0
1640340,NR13 6DZ,55.0,23.0
1640341,NR13 6EA,33.0,13.0
1640342,NR13 6EB,11.0,4.0
1640343,NR13 6ED,15.0,7.0
1640344,NR13 6EE,32.0,14.0
1640345,NR13 6EF,8.0,3.0
1640346,NR13 6EG,27.0,13.0
1640347,NR13 6EH,44.0,21.0
1640348,NR13 6EJ,10.0,5.0
1640349,NR13 6EL,51.0,19.0
1640350,NR13 6EN,2.0,1.0
1640351,NR13 6EP,7.0,4.0
1640352,NR13 6EQ,27.0,11.0
1640353,NR13 6ER,12.0,4.0
1640356,NR13 6EU,8.0,3.0
1640357,NR13 6EW,18.0,10.0
1640358,NR13 6EX,15.0,5.0
1640359,NR13 6EY,6.0,2.0
1640360,NR13 6EZ,20.0,6.0
1640362,NR13 6FB,4.0,1.0
1640371,NR13 6HB,3.0,1.0
1640372,NR13 6HD,10.0,4.0
1640373,NR13 6HE,4.0,2.0
1640376,NR13 6HH,38.0,19.0
1640377,NR13 6HJ,12.0,4.0
1640378,NR13 6HL,11.0,5.0
1640379,NR13 6HN,12.0,5.0
1640380,NR13 6HP,7.0,3.0
1640381,NR13 6HQ,14.0,6.0
1640382,NR13 6HR,2.0,1.0
1640383,NR13 6HS,30.0,10.0
1640384,NR13 6HT,15.0,4.0
1640385,NR13 6HU,2.0,1.0
1640386,NR13 6HW,2.0,1.0
1640387,NR13 6HX,2.0,1.0
1640388,NR13 6HY,14.0,6.0
1640389,NR13 6HZ,14.0,8.0
1640390,NR13 6JA,16.0,8.0
1640391,NR13 6JB,7.0,4.0
1640392,NR13 6JD,4.0,2.0
1640393,NR13 6JE,4.0,1.0
1640394,NR13 6JF,16.0,7.0
1640395,NR13 6JG,41.0,17.0
1640396,NR13 6JH,33.0,14.0
1640397,NR13 6JJ,10.0,4.0
1640398,NR13 6JL,15.0,5.0
1640399,NR13 6JN,4.0,1.0
1640400,NR13 6JP,30.0,13.0
1640401,NR13 6JQ,6.0,2.0
1640402,NR13 6JR,4.0,2.0
1640403,NR13 6JS,3.0,2.0
1640406,NR13 6JW,2.0,1.0
1640410,NR13 6LA,21.0,15.0
1640411,NR13 6LB,10.0,5.0
1640412,NR13 6LD,7.0,2.0
1640415,NR13 6LG,3.0,1.0
1640416,NR13 6LH,3.0,1.0
1640420,NR13 6LP,39.0,22.0
1640421,NR13 6LQ,7.0,2.0
1640423,NR13 6LS,6.0,3.0
1640424,NR13 6LT,50.0,22.0
1640425,NR13 6LU,14.0,4.0
1640427,NR13 6LX,20.0,8.0
1640428,NR13 6LY,9.0,4.0
1640429,NR13 6LZ,18.0,7.0
1640430,NR13 6NA,1.0,1.0
1640431,NR13 6NB,6.0,2.0
1640432,NR13 6ND,11.0,4.0
1640433,NR13 6NE,9.0,3.0
1640434,NR13 6NF,5.0,3.0
1640435,NR13 6NG,2.0,1.0
1640436,NR13 6NH,3.0,2.0
1640437,NR13 6NJ,7.0,2.0
1640438,NR13 6NL,7.0,2.0
1640439,NR13 6NN,36.0,14.0
1640441,NR13 6NQ,18.0,9.0
1640442,NR13 6NR,3.0,1.0
1640443,NR13 6NS,58.0,25.0
1640445,NR13 6NU,13.0,8.0
1640447,NR13 6NX,54.0,28.0
1640448,NR13 6NY,42.0,20.0
1640449,NR13 6NZ,10.0,5.0
1640450,NR13 6PA,23.0,11.0
1640451,NR13 6PB,35.0,14.0
1640452,NR13 6PD,162.0,44.0
1640453,NR13 6PE,26.0,11.0
1640454,NR13 6PF,12.0,6.0
1640455,NR13 6PG,73.0,27.0
1640456,NR13 6PH,47.0,16.0
1640457,NR13 6PJ,8.0,3.0
1640459,NR13 6PN,11.0,5.0
1640460,NR13 6PP,98.0,35.0
1640466,NR13 6PW,9.0,5.0
1640470,NR13 6QA,23.0,9.0
1640471,NR13 6QB,15.0,6.0
1640472,NR13 6QD,38.0,15.0
1640473,NR13 6QE,19.0,10.0
1640474,NR13 6QF,24.0,9.0
1640475,NR13 6QG,49.0,21.0
1640476,NR13 6QH,50.0,22.0
1640477,NR13 6QJ,37.0,15.0
1640478,NR13 6QL,36.0,14.0
1640479,NR13 6QN,18.0,8.0
1640480,NR13 6QP,112.0,53.0
1640481,NR13 6QQ,31.0,11.0
1640482,NR13 6QR,16.0,8.0
1640483,NR13 6QS,46.0,19.0
1640484,NR13 6QT,3.0,2.0
1640485,NR13 6QU,53.0,21.0
1640486,NR13 6QW,102.0,44.0
1640489,NR13 6QZ,14.0,7.0
1640490,NR13 6RA,26.0,11.0
1640491,NR13 6RB,25.0,14.0
1640492,NR13 6RD,21.0,8.0
1640493,NR13 6RE,35.0,14.0
1640494,NR13 6RF,27.0,12.0
1640495,NR13 6RG,51.0,21.0
1640496,NR13 6RH,32.0,17.0
1640497,NR13 6RJ,57.0,27.0
1640498,NR13 6RL,15.0,7.0
1640499,NR13 6RN,42.0,19.0
1640501,NR13 6RQ,65.0,26.0
1640502,NR13 6RR,13.0,7.0
1640503,NR13 6RS,23.0,10.0
1640505,NR13 6RU,13.0,6.0
1640506,NR13 6RW,63.0,29.0
1640507,NR13 6RX,49.0,19.0
1640508,NR13 6RY,13.0,6.0
1640509,NR13 6RZ,35.0,14.0
1640510,NR13 6SA,67.0,27.0
1640511,NR13 6SB,69.0,29.0
1640512,NR13 6SD,18.0,9.0
1640513,NR13 6SE,37.0,15.0
1640514,NR13 6SF,43.0,18.0
1640515,NR13 6SG,73.0,27.0
1640516,NR13 6SH,33.0,14.0
1640517,NR13 6SJ,33.0,11.0
1640518,NR13 6SL,49.0,17.0
1640519,NR13 6SN,111.0,44.0
1640520,NR13 6SP,107.0,38.0
1640521,NR13 6SQ,73.0,26.0
1640522,NR13 6SR,96.0,32.0
1640523,NR13 6SS,115.0,41.0
1640525,NR13 6SU,61.0,27.0
1640526,NR13 6SW,1.0,1.0
1640528,NR13 6SY,10.0,4.0
1640567,NR14 6AA,35.0,14.0
1640568,NR14 6AB,65.0,24.0
1640569,NR14 6AD,65.0,25.0
1640570,NR14 6AE,15.0,7.0
1640571,NR14 6AF,7.0,4.0
1640572,NR14 6AG,39.0,14.0
1640573,NR14 6AH,62.0,34.0
1640574,NR14 6AJ,30.0,13.0
1640575,NR14 6AL,51.0,21.0
1640576,NR14 6AN,17.0,5.0
1640577,NR14 6AP,33.0,12.0
1640578,NR14 6AQ,5.0,2.0
1640579,NR14 6AR,6.0,2.0
1640580,NR14 6AS,14.0,5.0
1640581,NR14 6AT,18.0,10.0
1640582,NR14 6AU,50.0,22.0
1640584,NR14 6AX,70.0,24.0
1640585,NR14 6AY,81.0,33.0
1640586,NR14 6AZ,53.0,26.0
1640587,NR14 6BA,29.0,12.0
1640588,NR14 6BB,69.0,30.0
1640589,NR14 6BD,6.0,3.0
1640590,NR14 6BE,3.0,2.0
1640591,NR14 6BF,1.0,1.0
1640592,NR14 6BG,11.0,3.0
1640593,NR14 6BH,33.0,10.0
1640594,NR14 6BJ,89.0,9.0
1640595,NR14 6BL,9.0,3.0
1640597,NR14 6BP,8.0,4.0
1640598,NR14 6BQ,24.0,9.0
1640599,NR14 6BS,3.0,2.0
1640600,NR14 6BT,7.0,2.0
1640601,NR14 6BU,11.0,5.0
1640602,NR14 6BW,6.0,3.0
1640603,NR14 6BX,6.0,3.0
1640604,NR14 6BY,63.0,26.0
1640605,NR14 6BZ,6.0,2.0
1640606,NR14 6DA,81.0,35.0
1640607,NR14 6DB,9.0,2.0
1640608,NR14 6DD,14.0,6.0
1640609,NR14 6DE,15.0,6.0
1640610,NR14 6DF,39.0,10.0
1640611,NR14 6DG,73.0,31.0
1640613,NR14 6DJ,14.0,5.0
1640614,NR14 6DL,21.0,10.0
1640615,NR14 6DN,16.0,11.0
1640616,NR14 6DP,146.0,59.0
1640617,NR14 6DQ,6.0,3.0
1640618,NR14 6DR,56.0,27.0
1640619,NR14 6DS,18.0,7.0
1640620,NR14 6DT,19.0,4.0
1640621,NR14 6DU,23.0,11.0
1640622,NR14 6DW,126.0,56.0
1640623,NR14 6DX,16.0,6.0
1640624,NR14 6DY,10.0,4.0
1640625,NR14 6DZ,4.0,2.0
1640626,NR14 6EA,38.0,13.0
1640627,NR14 6EB,14.0,6.0
1640628,NR14 6ED,13.0,5.0
1640629,NR14 6EE,26.0,10.0
1640630,NR14 6EF,15.0,6.0
1640631,NR14 6EG,16.0,6.0
1640632,NR14 6EH,54.0,22.0
1640633,NR14 6EJ,9.0,4.0
1640634,NR14 6EL,24.0,10.0
1640635,NR14 6EN,25.0,8.0
1640636,NR14 6EP,17.0,5.0
1640637,NR14 6EQ,2.0,1.0
1640638,NR14 6ER,24.0,12.0
1640639,NR14 6ES,31.0,11.0
1640640,NR14 6ET,22.0,10.0
1640642,NR14 6EW,2.0,1.0
1640643,NR14 6EX,9.0,2.0
1640644,NR14 6EY,29.0,14.0
1640645,NR14 6EZ,40.0,23.0
1640648,NR14 6FD,3.0,2.0
1640671,NR14 6GH,64.0,26.0
1640674,NR14 6GZ,17.0,7.0
1640675,NR14 6HA,1.0,1.0
1640676,NR14 6HB,20.0,9.0
1640677,NR14 6HD,50.0,21.0
1640678,NR14 6HE,27.0,16.0
1640679,NR14 6HF,20.0,12.0
1640680,NR14 6HG,2.0,1.0
1640681,NR14 6HH,12.0,7.0
1640682,NR14 6HJ,89.0,30.0
1640683,NR14 6HL,3.0,2.0
1640684,NR14 6HN,30.0,0.0
1640685,NR14 6HP,27.0,15.0
1640686,NR14 6HQ,25.0,12.0
1640687,NR14 6HR,21.0,12.0
1640688,NR14 6HS,30.0,15.0
1640689,NR14 6HT,31.0,18.0
1640690,NR14 6HU,13.0,8.0
1640691,NR14 6HW,42.0,24.0
1640692,NR14 6HX,46.0,27.0
1640693,NR14 6HY,46.0,22.0
1640694,NR14 6HZ,64.0,32.0
1640696,NR14 6JB,66.0,26.0
1640698,NR14 6JE,33.0,31.0
1640699,NR14 6JF,4.0,2.0
1640703,NR14 6JL,13.0,5.0
1640704,NR14 6JN,66.0,24.0
1640705,NR14 6JP,27.0,19.0
1640706,NR14 6JQ,49.0,21.0
1640707,NR14 6JR,18.0,9.0
1640708,NR14 6JS,81.0,29.0
1640709,NR14 6JT,55.0,25.0
1640710,NR14 6JU,32.0,7.0
1640711,NR14 6JW,71.0,38.0
1640712,NR14 6JX,46.0,20.0
1640713,NR14 6JY,30.0,12.0
1640714,NR14 6JZ,26.0,12.0
1640715,NR14 6LA,20.0,9.0
1640716,NR14 6LB,70.0,36.0
1640717,NR14 6LD,66.0,33.0
1640718,NR14 6LE,98.0,35.0
1640719,NR14 6LF,24.0,13.0
1640720,NR14 6LG,44.0,18.0
1640721,NR14 6LH,42.0,18.0
1640722,NR14 6LJ,30.0,10.0
1640723,NR14 6LL,25.0,9.0
1640724,NR14 6LN,57.0,32.0
1640725,NR14 6LP,41.0,16.0
1640726,NR14 6LQ,37.0,21.0
1640727,NR14 6LR,2.0,1.0
1640728,NR14 6LS,15.0,8.0
1640729,NR14 6LT,3.0,1.0
1640731,NR14 6LW,45.0,21.0
1640732,NR14 6LX,18.0,7.0
1640734,NR14 6LZ,4.0,2.0
1640735,NR14 6NA,34.0,14.0
1640736,NR14 6NB,16.0,6.0
1640737,NR14 6ND,62.0,29.0
1640738,NR14 6NE,33.0,16.0
1640739,NR14 6NF,33.0,13.0
1640740,NR14 6NG,5.0,2.0
1640741,NR14 6NH,85.0,36.0
1640742,NR14 6NJ,2.0,1.0
1640743,NR14 6NL,8.0,2.0
1640744,NR14 6NN,27.0,10.0
1640745,NR14 6NP,8.0,3.0
1640746,NR14 6NQ,36.0,15.0
1640747,NR14 6NR,16.0,7.0
1640748,NR14 6NS,5.0,2.0
1640749,NR14 6NT,35.0,16.0
1640750,NR14 6NU,2.0,1.0
1640751,NR14 6NW,20.0,5.0
1640752,NR14 6NX,20.0,7.0
1640753,NR14 6NY,15.0,6.0
1640754,NR14 6NZ,11.0,5.0
1640755,NR14 6PA,10.0,4.0
1640756,NR14 6PB,17.0,8.0
1640757,NR14 6PD,32.0,14.0
1640758,NR14 6PE,24.0,11.0
1640759,NR14 6PF,19.0,7.0
1640760,NR14 6PG,71.0,31.0
1640762,NR14 6PJ,56.0,24.0
1640763,NR14 6PL,20.0,7.0
1640764,NR14 6PN,11.0,5.0
1640765,NR14 6PP,56.0,24.0
1640766,NR14 6PQ,11.0,4.0
1640767,NR14 6PR,7.0,4.0
1640768,NR14 6PS,2.0,1.0
1640769,NR14 6PT,10.0,4.0
1640770,NR14 6PU,15.0,6.0
1640771,NR14 6PW,21.0,9.0
1640772,NR14 6PX,12.0,6.0
1640773,NR14 6PY,16.0,5.0
1640774,NR14 6PZ,55.0,22.0
1640775,NR14 6QA,18.0,6.0
1640776,NR14 6QB,34.0,11.0
1640777,NR14 6QD,40.0,14.0
1640778,NR14 6QE,1.0,1.0
1640779,NR14 6QF,30.0,14.0
1640780,NR14 6QG,70.0,24.0
1640782,NR14 6QJ,19.0,8.0
1640783,NR14 6QL,1.0,1.0
1640784,NR14 6QN,2.0,1.0
1640785,NR14 6QP,11.0,1.0
1640786,NR14 6QQ,4.0,2.0
1640787,NR14 6QR,3.0,1.0
1640788,NR14 6QS,24.0,5.0
1640789,NR14 6QT,9.0,3.0
1640790,NR14 6QU,15.0,5.0
1640791,NR14 6QW,30.0,12.0
1640792,NR14 6QX,10.0,5.0
1640793,NR14 6QY,3.0,2.0
1640794,NR14 6QZ,65.0,21.0
1640795,NR14 6RA,6.0,2.0
1640796,NR14 6RB,11.0,7.0
1640797,NR14 6RD,8.0,2.0
1640798,NR14 6RE,67.0,24.0
1640799,NR14 6RF,148.0,53.0
1640800,NR14 6RG,19.0,8.0
1640801,NR14 6RH,30.0,15.0
1640802,NR14 6RJ,48.0,16.0
1640803,NR14 6RL,61.0,23.0
1640804,NR14 6RN,68.0,28.0
1640805,NR14 6RP,27.0,10.0
1640806,NR14 6RQ,34.0,13.0
1640807,NR14 6RR,30.0,14.0
1640808,NR14 6RS,41.0,16.0
1640809,NR14 6RT,77.0,29.0
1640810,NR14 6RU,6.0,2.0
1640811,NR14 6RW,9.0,3.0
1640812,NR14 6RX,4.0,2.0
1640813,NR14 6RY,16.0,4.0
1640814,NR14 6RZ,9.0,3.0
1640815,NR14 6SA,37.0,14.0
1640816,NR14 6SB,4.0,1.0
1640817,NR14 6SD,40.0,18.0
1640818,NR14 6SE,24.0,9.0
1640820,NR14 6SG,15.0,5.0
1640821,NR14 6SH,2.0,1.0
1640823,NR14 6SL,51.0,18.0
1640824,NR14 6SN,52.0,18.0
1640825,NR14 6SP,9.0,5.0
1640826,NR14 6SQ,3.0,2.0
1640827,NR14 6SR,18.0,8.0
1640828,NR14 6SS,37.0,16.0
1640829,NR14 6ST,34.0,15.0
1640830,NR14 6SU,37.0,15.0
1640831,NR14 6SW,71.0,32.0
1640832,NR14 6SX,30.0,14.0
1640833,NR14 6SY,51.0,19.0
1640835,NR14 6TA,46.0,22.0
1640836,NR14 6TB,17.0,4.0
1640837,NR14 6TD,1.0,1.0
1640840,NR14 6TG,3.0,1.0
1640845,NR14 6TP,90.0,35.0
1640850,NR14 6TW,28.0,12.0
1640854,NR14 6UA,25.0,11.0
1640855,NR14 6UB,29.0,13.0
1640856,NR14 6UD,15.0,7.0
1640861,NR14 6UL,12.0,5.0
1640862,NR14 6UN,17.0,6.0
1640863,NR14 6UP,41.0,20.0
1640865,NR14 6UR,32.0,15.0
1640867,NR14 6UT,26.0,9.0
1640868,NR14 6UU,29.0,14.0
1640870,NR14 6UX,20.0,8.0
1640871,NR14 6UY,52.0,28.0
1640872,NR14 6UZ,50.0,25.0
1640895,NR14 7AA,6.0,2.0
1640896,NR14 7AB,5.0,2.0
1640898,NR14 7AE,38.0,20.0
1640899,NR14 7AF,46.0,18.0
1640900,NR14 7AG,98.0,44.0
1640901,NR14 7AH,85.0,30.0
1640902,NR14 7AJ,174.0,60.0
1640903,NR14 7AL,44.0,12.0
1640904,NR14 7AN,13.0,7.0
1640905,NR14 7AP,10.0,6.0
1640906,NR14 7AQ,8.0,4.0
1640907,NR14 7AR,92.0,33.0
1640908,NR14 7AS,104.0,41.0
1640909,NR14 7AT,41.0,12.0
1640910,NR14 7AU,10.0,5.0
1640911,NR14 7AW,5.0,3.0
1640912,NR14 7AX,11.0,7.0
1640913,NR14 7AY,6.0,3.0
1640914,NR14 7AZ,11.0,5.0
1640915,NR14 7BA,11.0,3.0
1640916,NR14 7BB,18.0,7.0
1640917,NR14 7BD,12.0,5.0
1640918,NR14 7BE,8.0,3.0
1640920,NR14 7BG,2.0,1.0
1640921,NR14 7BH,17.0,6.0
1640922,NR14 7BJ,11.0,5.0
1640923,NR14 7BL,11.0,5.0
1640924,NR14 7BN,69.0,28.0
1640925,NR14 7BP,2.0,1.0
1640926,NR14 7BQ,18.0,7.0
1640927,NR14 7BS,7.0,3.0
1640928,NR14 7BT,30.0,10.0
1640929,NR14 7BU,19.0,6.0
1640930,NR14 7BW,51.0,21.0
1640931,NR14 7BX,9.0,4.0
1640932,NR14 7BY,2.0,1.0
1640933,NR14 7BZ,6.0,2.0
1640934,NR14 7DA,26.0,9.0
1640937,NR14 7DE,25.0,8.0
1640938,NR14 7DF,18.0,9.0
1640939,NR14 7DG,11.0,4.0
1640940,NR14 7DH,29.0,10.0
1640941,NR14 7DJ,20.0,8.0
1640942,NR14 7DL,6.0,2.0
1640943,NR14 7DN,27.0,13.0
1640944,NR14 7DP,35.0,14.0
1640945,NR14 7DQ,63.0,28.0
1640946,NR14 7DR,5.0,3.0
1640947,NR14 7DS,34.0,11.0
1640948,NR14 7DT,13.0,5.0
1640949,NR14 7DU,24.0,9.0
1640950,NR14 7DW,115.0,48.0
1640951,NR14 7DX,26.0,11.0
1640952,NR14 7DY,14.0,7.0
1640953,NR14 7DZ,6.0,4.0
1640954,NR14 7EA,10.0,5.0
1640955,NR14 7EB,9.0,4.0
1640956,NR14 7ED,7.0,4.0
1640957,NR14 7EE,18.0,10.0
1640958,NR14 7EF,2.0,1.0
1640959,NR14 7EG,5.0,3.0
1640960,NR14 7EH,7.0,3.0
1640961,NR14 7EJ,5.0,2.0
1640962,NR14 7EL,7.0,4.0
1640963,NR14 7EN,22.0,13.0
1640964,NR14 7EP,7.0,3.0
1640965,NR14 7EQ,46.0,25.0
1640966,NR14 7ER,62.0,25.0
1640967,NR14 7ES,16.0,4.0
1640968,NR14 7ET,10.0,3.0
1640969,NR14 7EU,43.0,18.0
1640970,NR14 7EW,31.0,13.0
1640971,NR14 7EX,21.0,12.0
1640972,NR14 7EY,12.0,4.0
1640973,NR14 7EZ,10.0,5.0
1640989,NR14 7GA,11.0,3.0
1640990,NR14 7GB,2.0,1.0
1640993,NR14 7GF,5.0,3.0
1640995,NR14 7GH,18.0,7.0
1641000,NR14 7GQ,3.0,2.0
1641006,NR14 7HA,3.0,1.0
1641007,NR14 7HB,39.0,20.0
1641008,NR14 7HD,44.0,17.0
1641009,NR14 7HE,5.0,3.0
1641010,NR14 7HF,39.0,18.0
1641011,NR14 7HG,9.0,5.0
1641012,NR14 7HH,74.0,26.0
1641013,NR14 7HJ,20.0,11.0
1641014,NR14 7HL,63.0,24.0
1641015,NR14 7HN,49.0,13.0
1641016,NR14 7HP,18.0,8.0
1641017,NR14 7HQ,90.0,37.0
1641018,NR14 7HR,44.0,19.0
1641019,NR14 7HS,32.0,14.0
